id_contribuable,nom,prenom,region,revenu_annuel,revenu_declare,impot_declare,depenses,charges,type_revenu
c82b16ee-c712-4f1d-8db1-179daef9661f,Gomez,Jason,South Amandashire,109029,109029.0,27257.25,44951,17786.14,patrimoine
d9d56f5a-67e6-4b62-9fb3-bc6c870b267f,Webster,Patricia,Lake Carlaview,188558,188558.0,47139.5,29769,11406.85,patrimoine
48d8c676-0657-43bc-874d-e8ff848a212e,Jackson,Nicholas,Carolynfurt,133686,133686.0,33421.5,46468,12231.63,patrimoine
aa11d602-1ec1-4b0f-9130-d5d2d7a5c1d6,Brown,Mary,West Amybury,128930,128930.0,32232.5,24825,4662.3,indépendant
e62708ba-f214-4942-b086-0c213659683a,Gomez,Jose,Port Alicia,183745,183745.0,45936.25,15978,4927.31,patrimoine
dff37cc4-fae6-4c86-a21a-993e05163403,Burgess,Curtis,Kristopherburgh,132325,132325.0,33081.25,38406,7808.86,patrimoine
1e7833c9-6007-442f-91b4-5a0c538b55ec,Morrison,Tony,Lake Ronaldfort,106117,106117.0,26529.25,51930,5512.19,indépendant
1b98e772-ebba-40da-ad97-78e776c6b206,Wilson,Daniel,Madisonmouth,197619,197619.0,49404.75,50518,14455.68,patrimoine
f5546f77-d68b-4068-afcd-915ba8f8e206,Snyder,Patrick,South Nicholas,56654,56654.0,14163.5,13042,2194.63,patrimoine
ed7148e4-0e8f-4d61-b847-fec2174efc68,Harris,Tracy,Harrisonmouth,151404,151404.0,37851.0,64756,24159.04,indépendant
5f423dc3-726d-4763-9cd9-3dc4ad537741,Spears,Mary,East Clintonbury,43823,43823.0,10955.75,34317,3739.82,patrimoine
c1c9eb7b-f9b1-40ca-bcbc-d9f47ff24ed1,Lewis,Sandra,Copelandberg,159609,159609.0,39902.25,24150,3271.52,salaire
f9d08ec7-6b2f-4ea7-aa8d-835a79d0f8a1,Hinton,Jennifer,East Colleenville,146178,146178.0,36544.5,15717,4682.25,patrimoine
5d61447c-1106-4cd9-bf30-87d77c5cb830,Johnson,Clifford,Beckberg,158211,158211.0,39552.75,44157,15302.61,indépendant
428efc21-e9f0-4bdf-af35-395824986bd0,Blankenship,John,Leslieland,194968,194968.0,48742.0,50907,7887.52,indépendant
5bf2c96a-46d5-4432-b652-86407de88f74,Dawson,Shelby,New Chelseamouth,153713,153713.0,38428.25,15915,4142.73,indépendant
4b26f466-9cb8-462f-8135-a1947d0d18df,Bush,Jose,Mitchellchester,53064,53064.0,13266.0,67023,14062.86,patrimoine
287007a4-65f7-4fd0-88fd-d9e821c29aa4,Smith,Raymond,New Ronald,178319,178319.0,44579.75,25470,7871.57,salaire
4c5a4943-ad5d-4fe4-88e4-3710c2cf0273,Reed,Edward,Lukeside,73231,73231.0,18307.75,36039,13736.16,salaire
5ce079c4-e1f5-47df-9441-569e26c957ee,Dennis,Seth,Nancyberg,159709,159709.0,39927.25,58033,13577.64,salaire
014fd60c-8707-4e7c-91a8-6d09c505128e,Carroll,James,Lake David,88770,39190.11970261008,9797.53,10321,3767.92,patrimoine
58990447-8b4c-48ce-a9e7-19af35dee177,Jackson,Carolyn,Ricardofort,199254,199254.0,49813.5,19972,5618.83,salaire
f65423a0-c605-4eec-8e79-dc7f7379d1b9,Moore,Nicole,Chelseafurt,30821,30821.0,7705.25,65066,20023.68,indépendant
3a876647-082b-4ee4-a6aa-277959f94e92,Barr,Suzanne,Wardport,57182,57182.0,14295.5,13880,2556.51,indépendant
0cc0c203-723d-4b8c-a4cb-23ad6e5d3915,Price,Daryl,Port Rodneyborough,31749,31749.0,7937.25,16981,6109.13,indépendant
4d5c2ad4-10b2-4d0b-93a2-1f96a264b3a7,Rollins,Philip,South Jenniferhaven,167310,167310.0,41827.5,14624,3893.4,patrimoine
e0647b70-f98b-40f8-8294-bb25d6d5d737,Caldwell,Erin,North Taylorton,188365,188365.0,47091.25,19904,3554.6,patrimoine
c0ca83b7-0ff3-41d3-b542-9581a940e7ba,Donaldson,Harry,Yorktown,112063,112063.0,28015.75,49604,6420.17,salaire
ab063b80-4b1d-48b0-a70a-2a6526ee6dd5,Strong,Stacy,North Michael,44282,44282.0,11070.5,19722,6828.38,salaire
a2656e14-0445-43fc-a482-90d7045dc391,Edwards,Karen,Carolynton,39245,39245.0,9811.25,12168,1430.25,salaire
3511e7ee-41a2-4821-b8b8-96a83828bb4a,Shaw,Anthony,Granthaven,49658,49658.0,12414.5,49891,10929.68,indépendant
f4498d83-a52e-44b8-9e57-c705f64a3e08,Mora,Zachary,Fitzgeraldton,24630,24630.0,6157.5,43113,11431.74,indépendant
87b0f018-8768-4190-a4c1-441c6a3cac61,Schultz,Christopher,Wardburgh,130501,64475.435480844695,16118.86,50667,9982.44,patrimoine
e6948967-3183-4f8d-bfb2-29675344b9dc,Walters,Richard,Lake Richardtown,152096,152096.0,38024.0,13846,1872.59,patrimoine
4a924bc4-69d1-44aa-9869-3c136d69ab1b,Gilmore,Melanie,South Jeffreymouth,199527,199527.0,49881.75,28579,8317.36,patrimoine
10670857-5c77-4a18-845d-656e49a1580e,Livingston,David,East Jose,120238,120238.0,30059.5,23682,8071.35,indépendant
8937ff25-7567-4175-8cd9-468be5d261da,Wilson,Ricky,Murphyside,142550,142550.0,35637.5,33256,11964.58,indépendant
bb89a505-dd7b-499f-9345-d6134da2eb46,Lang,Derrick,Jenniferside,104044,104044.0,26011.0,50708,7721.66,indépendant
845a0227-7735-426e-89fa-c5102708e764,Moon,Michael,Ambermouth,118063,118063.0,29515.75,43439,6476.89,salaire
dfbcfc2c-d37f-436b-a1e4-adf95cec8c21,Franklin,Cheyenne,Nielsenborough,160909,160909.0,40227.25,39258,13608.34,salaire
371c251e-845a-4d92-9f1e-a178b3b57084,Thomas,Shannon,Howardchester,160066,160066.0,40016.5,50705,15366.04,patrimoine
607b2fa3-9a86-42bf-9fc6-b84dde73d995,Walker,Paula,Austinbury,149591,149591.0,37397.75,22823,6714.05,salaire
9c09d971-6f96-4f7a-b786-c813d673ebbc,Perez,Steven,Matthewville,127856,127856.0,31964.0,40697,6193.3,salaire
38029d05-0f33-47f5-86ff-b710e4be6ada,Stone,Dennis,Mendozamouth,56648,56648.0,14162.0,44767,4961.45,patrimoine
55e14698-ffac-4bf4-9159-a4d2dfa9f1bc,Wilson,Michael,Amymouth,132393,132393.0,33098.25,52127,17889.95,indépendant
41ca6105-839c-4259-a8ea-07050150a441,Thompson,Leslie,Port Lisa,25387,25387.0,6346.75,25625,3021.22,patrimoine
d7933b09-0d0c-4ed5-8260-fcaa8d836355,Smith,Bianca,Rogersborough,45912,45912.0,11478.0,41872,9835.78,salaire
a3003a0a-6cad-4fdb-a2f7-5295ac797570,Roberts,Karen,Michealport,189991,189991.0,47497.75,39168,6316.41,salaire
b584d801-573e-4bf1-b980-13f857d160d6,Turner,James,Port Jasmineberg,37921,37921.0,9480.25,24115,7212.83,salaire
a44a02be-e23c-47d0-b0c5-f9dab1b47d17,Joyce,James,Lake Zacharyshire,61512,61512.0,15378.0,34847,4939.83,indépendant
2aaec6ab-c0b1-4d55-b375-6d9b9b648f98,Watkins,Eric,New Mitchell,53407,53407.0,13351.75,50711,14519.14,indépendant
0c92524c-6f6b-42f0-9767-abde809b4ed6,Torres,Erin,Davidland,43019,43019.0,10754.75,29222,9240.9,salaire
ef3e69c3-f9ee-4c96-a400-a77ce1e50470,Richardson,Kenneth,North Patrickmouth,186413,186413.0,46603.25,16935,3488.88,indépendant
3b86072c-f04c-4f65-81f0-3e044938ffb9,Mendez,Christine,West Elizabeth,190816,190816.0,47704.0,69077,20395.3,patrimoine
7b84824b-07ca-40b1-ae89-99c6c4050a93,Dalton,Rachael,West Connieport,187874,187874.0,46968.5,15577,3886.06,salaire
85e1fd2f-0e0f-45a8-bf55-601a87966d0d,Fowler,Anthony,Melindaville,196236,196236.0,49059.0,58616,10465.07,patrimoine
b89919cf-0389-4224-85ac-dcae8be55eaf,Meyers,Pamela,Lake Wesleyville,180251,180251.0,45062.75,58783,20102.73,indépendant
daeb56e9-2a8d-4290-817f-b18350ed68ea,Burke,Danielle,Sheliabury,24415,24415.0,6103.75,62475,23086.96,salaire
dfce94e1-25fe-453d-a9de-3bbe123a62f0,Cortez,Lawrence,Lawsonmouth,87145,87145.0,21786.25,36381,7299.15,indépendant
23a40f11-2082-4b65-9e63-9d2b09f394be,Hall,Jay,West Brookeberg,169211,105351.73869489721,26337.93,25870,5400.26,salaire
3c61100f-867d-44df-aa4b-e830f4af1423,Garcia,Lori,Wendyville,83456,83456.0,20864.0,35258,13200.77,patrimoine
7f0e1f55-7611-4774-8187-1f8a09d349d6,Roberts,Jennifer,New Jerry,140416,140416.0,35104.0,55356,11372.05,indépendant
f21f0d09-e400-4ff7-a706-8e034593ee0a,Gay,Christine,Kaylaview,198889,198889.0,49722.25,26979,7247.1,indépendant
3d68d32e-b428-4960-9bfd-058ed1842ccd,Mcintyre,John,Jamestown,56251,27690.46269049464,6922.62,35147,9296.26,indépendant
f9a42e7b-57c1-4128-91c3-cc8cc53f7246,Montoya,Carlos,Gonzalezchester,52525,52525.0,13131.25,64581,7958.49,salaire
a9dc0d23-1c52-4609-99d7-7971cb494754,Warren,Michael,Lake Michelle,55500,55500.0,13875.0,60799,21268.74,indépendant
948488f4-bb9a-4bb8-b5c0-e94f35383029,Kelly,Jonathan,Johnfort,137352,137352.0,34338.0,59757,17812.72,salaire
f809542f-b4bf-45e3-bf12-9b26174090f0,James,Martin,Lake Kevin,131477,131477.0,32869.25,10420,3029.83,indépendant
4b34c146-cc0a-4175-9a65-7e47debffd75,Barker,Tanner,East Tina,127213,127213.0,31803.25,8960,908.03,salaire
91082a9e-aefb-41e9-9a5c-3fcee66bfb34,Hunter,Todd,East Summer,181327,181327.0,45331.75,39935,5652.11,indépendant
aaf9e82d-9415-4e1a-afad-79778ce77a72,Ochoa,Marcus,East Cody,87015,87015.0,21753.75,32259,11205.37,indépendant
cbd28c76-a901-4bf5-aa14-7fad797dadeb,Reid,Gabrielle,East Sonya,46120,46120.0,11530.0,29113,3567.94,indépendant
25db4a50-5079-4c5a-a24f-4e3aeb211039,Perez,Christopher,Sanchezshire,67567,67567.0,16891.75,53847,16632.64,indépendant
8577b4d9-cc97-484b-97f5-46d37e06465d,Adkins,Vanessa,Chanshire,120403,120403.0,30100.75,48865,9470.54,indépendant
e6c0ac28-fe7f-4898-acd8-be6b5efc39db,Singh,Kenneth,Lake Christopherfort,76824,76824.0,19206.0,26986,8759.15,indépendant
3bfdb820-333c-42b8-8ce6-dcbda8213129,Sampson,Brett,Michelechester,22783,22783.0,5695.75,31127,3548.23,salaire
50ba1745-f29c-470d-bf3d-6c6359db5a28,Peterson,Sheila,Nelsonside,54551,54551.0,13637.75,41981,14435.79,salaire
cf6cbcb5-44b9-4a45-b88a-8cffc1349dd0,Reynolds,Alicia,Bankshaven,164917,164917.0,41229.25,5628,1738.74,indépendant
c6f09179-c0a5-4881-9cc9-7bc6de0a26d5,Robinson,Logan,Ashleyfort,184121,184121.0,46030.25,6871,1385.7,patrimoine
9b7b1c72-54b5-4a4f-ab6d-e8a0d169d957,Acosta,Miguel,Port Thomasport,109535,109535.0,27383.75,6811,1226.16,indépendant
58b40652-bd4f-4174-8436-14ddc58ea582,Ward,Keith,New Johnville,181541,181541.0,45385.25,63989,18388.15,patrimoine
b93e5567-fa41-4d29-b3da-f970052f19b9,Wu,Cody,Andrewmouth,167546,167546.0,41886.5,25588,4980.92,patrimoine
2b642b75-c2f1-49f1-a016-16328567ac39,Reyes,Edwin,Port Amberville,58368,58368.0,14592.0,42049,4412.84,patrimoine
64acaf31-f121-46ae-b4ca-d71f1a276d62,Huber,Christine,Stephanieborough,144361,144361.0,36090.25,53115,6112.32,patrimoine
f3ef305d-7aba-445b-9f90-0c26d5a8cdd5,Munoz,Crystal,Port David,68255,68255.0,17063.75,9699,3845.1,patrimoine
2abebf27-4b97-4588-bc34-d6341ce66815,Hunter,Lorraine,Port Steven,84270,84270.0,21067.5,29992,11841.84,indépendant
6afaeed3-e067-4577-a4b5-38613253b5ad,Davidson,Eduardo,Lake Susanport,194873,194873.0,48718.25,30517,5970.51,indépendant
5a9381ec-700d-4627-aa7f-ff70c616f6be,Jones,David,Lake Erin,182475,182475.0,45618.75,44954,15326.57,indépendant
de6fd93a-40f3-40c0-9f2f-8d53d42394b5,Phillips,Ricky,East Deborahland,27423,27423.0,6855.75,27993,5712.35,indépendant
4b17ad65-836e-4846-8626-5c6577826a11,Dawson,Angela,Valentinechester,124451,124451.0,31112.75,56252,10302.83,salaire
b245de86-f1c7-47d4-a832-2db105063dea,Kelley,Jodi,East Michael,38997,38997.0,9749.25,6742,2299.66,salaire
7ec5ad1b-f0ed-4a0a-be77-821461ce7e4d,Monroe,Roberto,North Jeremy,197174,197174.0,49293.5,60768,14373.97,salaire
daede5e8-8c51-4c56-96b0-6956d3adf96b,Baldwin,Peter,Schwartzville,133722,73629.4117222205,18407.35,29519,4080.18,indépendant
9bdefb6f-7842-4523-b2fb-346a4dc8e1d5,Ramos,Valerie,South Karaton,89146,89146.0,22286.5,13207,3441.3,salaire
a490a48c-1f09-4b8f-8a5c-1d8ef4c00b3a,Santana,Joseph,Davismouth,195430,195430.0,48857.5,36488,8465.46,salaire
2cc110db-0786-40a6-b8c5-66eeb6e8e084,Martinez,Christopher,Hayesside,145735,145735.0,36433.75,29980,5054.52,salaire
77f25f5b-1547-4b16-8f01-5f497856afba,Osborne,Rodney,Alexbury,31297,31297.0,7824.25,15205,4876.05,patrimoine
7c06ca39-bbef-4dc2-80bb-46175d8956f4,Martin,Regina,West Courtneymouth,35016,35016.0,8754.0,9314,1810.91,patrimoine
fbc388e8-8c10-4f96-a774-a617a44a5b0f,Ford,Corey,Thomasview,157584,157584.0,39396.0,25691,5224.84,indépendant
637eb6b7-ec62-4dae-88cd-8e020eeee269,Gutierrez,Mario,New Michelle,157049,157049.0,39262.25,27606,9918.45,salaire
5b6a3fa4-61c5-4a60-b7ad-a3b8f678114d,Johnson,Margaret,Michaelmouth,155896,155896.0,38974.0,18398,3981.73,salaire
a0964920-32c3-4bd4-b627-cc7802e702bd,Knight,Cory,Mendezland,142321,142321.0,35580.25,28649,3547.01,indépendant
609d066b-a615-422f-beae-fc74e3229627,Espinoza,Christina,West Lisaton,186375,186375.0,46593.75,20578,6392.36,indépendant
baea1b88-b23e-4f35-aa3a-bfaaf23149fe,Sanders,Jeffrey,North Timothyland,123723,123723.0,30930.75,61998,9035.31,indépendant
b7c82625-908e-4747-920c-35e4dc4789ca,Armstrong,Samantha,New Mary,122428,122428.0,30607.0,61874,10034.77,patrimoine
e59929d3-dea1-4731-a309-6405f0fc315d,Gibson,Brenda,Rachelport,61131,61131.0,15282.75,18532,4542.2,indépendant
2076451b-7eb5-4aeb-8a8e-e7321e53897e,Carroll,Sarah,Kingville,133894,133894.0,33473.5,58112,10357.57,salaire
5609ce33-74a5-43d1-9521-c1c43c6cdf72,Stewart,Andre,Macdonaldchester,129331,129331.0,32332.75,6969,1645.8,indépendant
b94c227f-0855-4ebc-950e-70f5ba3ae369,Torres,Kristen,Santoston,103159,103159.0,25789.75,24339,7482.66,patrimoine
0c0b30c1-a4da-4297-a290-dca9d9562944,Wade,Katie,Smithmouth,105678,105678.0,26419.5,61312,7605.34,patrimoine
917bd0fc-fe3e-452c-b65c-de4f09f84f18,Chavez,Annette,Sharonbury,73620,73620.0,18405.0,52928,14299.96,indépendant
9daf1a10-f83f-4ba9-9922-84fe44a72805,Matthews,Miguel,Lake Theresamouth,66098,66098.0,16524.5,25075,9455.12,patrimoine
0b50db6a-850f-4071-b7a3-ef3884266eb8,Richardson,Bailey,East Erinfurt,196411,196411.0,49102.75,63728,23832.7,salaire
e5b3cef6-8e09-4199-b10b-99276f0efb1c,Rios,Justin,Charlesfort,186859,186859.0,46714.75,21518,5144.47,indépendant
777a21fc-0671-4ec9-99b3-0d9a512fb4ed,Nelson,Ryan,Alexandermouth,70054,70054.0,17513.5,32201,4066.33,indépendant
0e8f0e12-62f9-4d23-8513-6a006f2e63bf,Pena,Cheryl,West Williamtown,50951,50951.0,12737.75,37655,13129.21,salaire
14ddec7e-3321-4272-8c1a-6befabda214b,Delgado,Holly,Websterburgh,139145,139145.0,34786.25,6298,2159.14,indépendant
b8c57f7a-4641-4228-83e0-aa42da8fb99b,Peters,John,East Roberto,45351,45351.0,11337.75,9150,3437.61,patrimoine
76c562f3-4591-4efd-bec2-758c536e9574,Zimmerman,Debra,West Thomasfort,99248,38022.95094470917,9505.74,14188,1679.87,patrimoine
82c65038-001e-4679-80f0-ed4275758341,Sampson,Larry,Martinezview,131457,131457.0,32864.25,28496,8253.03,patrimoine
0e29bfba-6b74-4233-832e-f9bf403682b1,Elliott,Margaret,Davischester,70510,70510.0,17627.5,26534,8799.04,patrimoine
7d1e4394-67cf-4c0b-b965-b57d89947959,Mueller,Kimberly,Bergerfort,24340,24340.0,6085.0,60292,23384.57,salaire
30f315df-8bef-4bf7-865f-4dde28c4cead,Mata,Todd,Jotown,147893,147893.0,36973.25,48594,11992.84,patrimoine
d2a09e1e-fbdd-4bd5-8757-2dc2d05a9ac8,Benson,Ray,Jamesport,168512,168512.0,42128.0,61456,10675.7,indépendant
d96b18c6-0c4b-4b08-88ad-111b68d4843b,Morris,Tyrone,Jenniferberg,28498,28498.0,7124.5,33035,10519.55,patrimoine
20437851-a78c-40ca-a5ab-52e274cb3e33,Nolan,Kelly,Hornmouth,65437,65437.0,16359.25,23012,4235.9,patrimoine
dbee1306-9b38-4501-99df-db7bec1021be,Baldwin,David,Charlesside,34141,34141.0,8535.25,17603,2214.85,patrimoine
35350d4c-a053-4eee-8b10-3e6e4a54a2de,Jackson,Joseph,Port Mark,103201,103201.0,25800.25,57075,16395.67,salaire
90257abe-0897-4edb-a277-9c93a6d62057,Garrett,Luis,West Jacquelinebury,168330,168330.0,42082.5,41202,14517.34,indépendant
240b27ff-d385-4b69-b36a-a7e886e63ce6,Cantrell,Philip,Rodriguezshire,66318,66318.0,16579.5,14503,5704.86,patrimoine
b6c7559c-c391-4be4-93b3-f353dfe2927a,Thomas,Lance,South Christophershire,161255,161255.0,40313.75,36918,6733.73,indépendant
30a862b6-08e7-45af-a8b7-6ba746a84196,Nguyen,Brianna,Lake Joe,158436,158436.0,39609.0,12271,2855.11,patrimoine
180095a4-414e-47f7-a1bf-d3f3220b57fc,Jones,Christine,Batesborough,28431,28431.0,7107.75,68340,17874.81,indépendant
b0d86356-5ccd-4e98-ae02-2644397b8fc1,Hall,Ryan,Stevenside,119882,119882.0,29970.5,43777,10147.72,patrimoine
6f980ade-d7b9-4ca6-9600-f9236933ec8f,Stone,Angel,Nathanland,60188,60188.0,15047.0,20591,2254.64,indépendant
688f1db3-19ac-4cdb-8c7e-cff1a476c3fd,Smith,James,Amberton,33099,33099.0,8274.75,24190,6223.69,indépendant
b28f289b-461a-495c-bbcc-f3465a6a2d09,Tucker,Latoya,South Jason,127233,127233.0,31808.25,25572,7767.23,indépendant
f1a64822-ee2b-42c5-9be9-3e2ab04ea813,Hernandez,William,North Danielletown,151138,151138.0,37784.5,36250,13879.82,indépendant
82a98366-19ac-46e7-9e2a-ada964a5123d,Walker,Robert,Kariton,58388,58388.0,14597.0,32865,3861.66,patrimoine
9cd09445-10fd-4464-987b-87b70041d2b5,Martinez,Teresa,Jamesmouth,140987,140987.0,35246.75,20608,5930.61,salaire
0a9dd038-719a-4c08-a158-564fabe93830,Caldwell,Jack,Port Jennifer,158719,158719.0,39679.75,32653,12699.75,patrimoine
5139b4c0-8a3e-4690-9ec8-6a9e75b580ad,Lee,Mason,Catherineberg,199672,199672.0,49918.0,31215,10000.08,salaire
10a073c0-af06-480c-89b4-798eb7a8b51c,Lane,Valerie,Perrystad,192462,192462.0,48115.5,11114,3907.89,patrimoine
e741985b-6895-466a-87aa-a93ed8d40b83,Garcia,Daniel,Shirleymouth,168006,168006.0,42001.5,66689,16059.87,patrimoine
b851aa93-5acb-4f19-812c-3b366fa2bf01,Phillips,Amanda,Barnetttown,147706,147706.0,36926.5,32433,3321.99,patrimoine
2ac707f8-d214-4f49-b6cb-fce23a3d35b5,Irwin,Patricia,North Kathleentown,77668,77668.0,19417.0,59568,16781.7,indépendant
e9d4f766-ff6c-45d3-8989-728b9ac57ee8,Gray,Zachary,Port Michaelmouth,158704,158704.0,39676.0,29701,6436.15,salaire
d27c796b-f59a-46cc-9047-78674482f90d,Pope,Ryan,North Monicaberg,24194,24194.0,6048.5,50247,9123.49,salaire
38875164-8a34-4fce-8860-d8e9893f17f0,Clark,Emily,East Heather,156730,156730.0,39182.5,17831,5947.57,salaire
4c02bbb2-a797-46c8-ae01-6fe8b6963bd8,Huffman,Elizabeth,South Jilltown,57491,57491.0,14372.75,37506,7347.4,indépendant
63fcbd47-9400-41ce-b81c-d7c0269d05a8,Chapman,Justin,New Benjamin,184300,184300.0,46075.0,25483,9106.59,indépendant
4f6335d8-656c-4dbc-864f-66e3a06627dd,Martinez,Michael,Port Alicia,119591,119591.0,29897.75,61290,14653.02,indépendant
252d2400-9e5b-44b7-bd7b-41d6f008ce77,Flores,Shannon,Lopezhaven,136075,136075.0,34018.75,19198,4855.64,salaire
5e7c807e-7e05-4017-ab07-a30f14d3219f,Bolton,Cindy,Lake Carlatown,45111,45111.0,11277.75,22104,3996.22,indépendant
88159b38-1aa1-48d9-a178-726c0d51fe83,Martinez,William,Lake Antonioview,126380,126380.0,31595.0,32593,3403.39,salaire
77454b28-804b-4bdc-9736-696f0a302094,Stephenson,James,Millerborough,153717,153717.0,38429.25,37577,7551.67,indépendant
f354d611-ed45-4016-ac40-613f33fa47b2,Andrews,Randy,Claytonmouth,98004,98004.0,24501.0,67176,8644.55,salaire
e41e4e57-eec9-45d1-b0c4-26b926157caf,Hall,David,East Melanie,94258,94258.0,23564.5,20053,2881.22,indépendant
f0d9161a-11ae-43f1-a9a7-ee93044a38ea,Moreno,Robert,Lake Anthonyport,86256,86256.0,21564.0,27275,3976.49,salaire
5393157a-38b7-4594-bc45-9c1f439f2ab5,Ramos,Jennifer,Lisaland,159936,159936.0,39984.0,26291,5303.52,salaire
918a887a-031d-4919-92c9-15c0cd560b22,Johnson,Caroline,Rodriguezton,40235,31807.294753181675,7951.82,5116,626.56,salaire
397b2f80-fdc0-4bac-a174-328b6e83654e,Clark,Tina,Lake Hollyland,63469,63469.0,15867.25,61128,10268.78,patrimoine
13c99669-2199-4344-b15c-443bbeee2120,Fox,Xavier,West Nicholas,90921,90921.0,22730.25,28000,9516.46,salaire
333cee90-2b68-46a9-b9dc-fdfec85acec7,Gibson,Megan,South Christianshire,64475,64475.0,16118.75,35016,5746.71,salaire
452e95e3-f5f6-431a-82bb-95df40488088,Shelton,Amanda,Rebeccamouth,171362,171362.0,42840.5,26892,4425.28,salaire
474d3b4a-2db4-4667-be71-29ba55376693,Houston,Jacob,East Todd,20651,20651.0,5162.75,57176,10602.91,indépendant
25648c6c-f3ef-4709-b05f-7645d318905f,Martinez,Kimberly,West Vicki,82105,82105.0,20526.25,44191,5914.95,patrimoine
39a62e39-2026-4d21-a080-80bd8f3465db,Burgess,Mark,Georgetown,124174,124174.0,31043.5,42437,9616.4,salaire
ec8b0950-5b8e-4a73-ac43-b43eadd07eb9,Moreno,Amy,Waltersmouth,108699,108699.0,27174.75,33235,8402.96,indépendant
a4a76a7c-f35a-4abf-a137-41f1dde7554c,Morse,Valerie,Michaelmouth,72056,72056.0,18014.0,14250,4497.05,salaire
4442cdb3-83b2-49c1-a70a-e42a080d7a49,Hill,Brian,South Michaelfort,177907,177907.0,44476.75,13455,2781.22,salaire
eb4815f4-7512-41b0-85b9-17ae3ec45ee1,Meyer,Joshua,Leeberg,21320,21320.0,5330.0,11693,3897.74,indépendant
51fba6d3-117f-424a-bb1c-0365bc2fa9ee,Murphy,Brenda,North Sarahport,97348,97348.0,24337.0,49857,4991.29,salaire
a63f87fb-e560-49fb-901a-b513dfb01d36,Garcia,Melissa,Lake Jeremyton,61288,61288.0,15322.0,41109,16360.46,salaire
e159c9d0-2110-4b62-978d-beb089d7592c,Barber,William,Heatherland,174823,174823.0,43705.75,63536,6752.82,salaire
41dbc5ed-2676-4e9d-bc52-4bb804ac5ea2,Turner,Holly,Lake Angela,106587,106587.0,26646.75,44682,10078.43,indépendant
9cac0e29-0a99-4b98-b2f7-a2eeb62b5c92,Valencia,Sabrina,North Gary,96581,96581.0,24145.25,26155,5876.93,patrimoine
fd9267f5-d0fb-4ba8-a162-b46bd464be26,Gordon,Nancy,Taylorton,39767,39767.0,9941.75,63930,13621.83,indépendant
20a72b3e-3386-4377-8f6f-87e0ce59259b,Clark,Robert,Wayneborough,104768,104768.0,26192.0,46537,15686.85,indépendant
762e4bc8-dfdc-47fb-bf50-9f796c26510e,Harris,Jennifer,Maryton,65461,65461.0,16365.25,20809,6506.55,patrimoine
ffac9d17-32cb-476d-9e5f-7f765546011b,Kelly,Matthew,Moralestown,184395,184395.0,46098.75,38729,10824.84,patrimoine
3d7fc602-daed-4c0f-8605-cf0bef429d3b,Lee,Jeremy,Alvarezhaven,42672,42672.0,10668.0,31868,11173.78,indépendant
082c1bd2-7710-4a7c-9cac-2d680c9922d0,Weiss,Joe,North Michaelfurt,176490,100008.558326822,25002.14,67676,23213.8,indépendant
06754e49-0669-484d-84e8-5b7684135382,Sanders,Christopher,Port Nancytown,124599,124599.0,31149.75,67844,21222.89,salaire
